,Value,Anomaly,Year,Month
288,22.26,-3.86,1924,January
289,31.189999999999998,1.37,1924,February
290,33.18,-4.32,1924,March
291,46.25,-0.79,1924,April
292,53.88,-2.31,1924,May
293,64.58,0.11,1924,June
294,67.85,-1.74,1924,July
295,68.03,-0.05,1924,August
296,58.73,-2.11,1924,September
297,50.95,0.85,1924,October
298,38.4,0.71,1924,November
299,23.59,-5.09,1924,December
