,Value,Anomaly,Year,Month
408,35.08,4.96,1934,January
409,34.32,0.5,1934,February
410,42.78,1.28,1934,March
411,53.73,2.69,1934,April
412,64.69,4.5,1934,May
413,70.66,2.19,1934,June
414,76.35,2.76,1934,July
415,73.51,1.43,1934,August
416,63.82,-1.02,1934,September
417,56.5,2.4,1934,October
418,45.01,3.32,1934,November
419,32.67,-0.01,1934,December
