,Value,Anomaly,Year,Month
216,17.88,-6.24,1918,January
217,27.82,0.0,1918,February
218,39.73,4.23,1918,March
219,43.01,-2.03,1918,April
220,54.78,0.59,1918,May
221,65.11,2.64,1918,June
222,66.41,-1.18,1918,July
223,66.48,0.4,1918,August
224,55.9,-2.94,1918,September
225,50.16,2.06,1918,October
226,34.51,-1.18,1918,November
227,28.450000000000003,1.77,1918,December
