,Value,Anomaly,Year,Month
1200,49.57,3.45,2000,January
1201,55.78,5.96,2000,February
1202,62.02,4.52,2000,March
1203,68.57,1.53,2000,April
1204,79.12,2.93,2000,May
1205,85.01,0.54,2000,June
1206,89.85,0.26,2000,July
1207,90.01,1.93,2000,August
1208,81.55,0.71,2000,September
1209,71.08,0.98,2000,October
1210,54.01,-3.68,2000,November
1211,44.44,-4.24,2000,December
