,Value,Anomaly,Year,Month
48,25.55,-2.57,1904,January
49,29.59,-2.23,1904,February
50,39.76,0.26,1904,March
51,47.44,-1.6,1904,April
52,58.13,-0.06,1904,May
53,65.24,-1.23,1904,June
54,69.33,-2.26,1904,July
55,68.7,-1.38,1904,August
56,62.94,0.1,1904,September
57,51.92,-0.18,1904,October
58,41.12,1.43,1904,November
59,30.020000000000003,-0.66,1904,December
