,Value,Anomaly,Year,Month
1080,36.48,6.36,1990,January
1081,36.7,2.88,1990,February
1082,44.74,3.24,1990,March
1083,52.5,1.46,1990,April
1084,58.86,-1.33,1990,May
1085,70.21,1.74,1990,June
1086,73.24,-0.35,1990,July
1087,72.25,0.17,1990,August
1088,67.33,2.49,1990,September
1089,53.96,-0.14,1990,October
1090,44.92,3.23,1990,November
1091,30.83,-1.85,1990,December
