,Value,Anomaly,Year,Month
984,26.22,-3.9,1982,January
985,32.59,-1.23,1982,February
986,42.01,0.51,1982,March
987,48.61,-2.43,1982,April
988,60.78,0.59,1982,May
989,66.31,-2.16,1982,June
990,73.18,-0.41,1982,July
991,72.05,-0.03,1982,August
992,64.02,-0.82,1982,September
993,53.24,-0.86,1982,October
994,41.13,-0.56,1982,November
995,35.82,3.14,1982,December
