,Value,Anomaly,Year,Month
1104,36.62,3.5,1992,January
1105,42.69,5.87,1992,February
1106,47.69,3.19,1992,March
1107,55.52,1.48,1992,April
1108,64.14,0.95,1992,May
1109,70.41,-1.06,1992,June
1110,74.2,-2.39,1992,July
1111,72.82,-2.26,1992,August
1112,67.65,-0.19,1992,September
1113,57.52,0.42,1992,October
1114,43.06,-1.63,1992,November
1115,34.75,-0.93,1992,December
