,Value,Anomaly,Year,Month
264,16.8,-3.32,1922,January
265,21.95,-1.87,1922,February
266,30.42,-1.08,1922,March
267,40.31,-0.73,1922,April
268,51.16,0.97,1922,May
269,60.120000000000005,1.65,1922,June
270,62.989999999999995,-0.6,1922,July
271,62.790000000000006,0.71,1922,August
272,57.260000000000005,2.42,1922,September
273,45.0,0.9,1922,October
274,31.86,0.17,1922,November
275,23.549999999999997,0.87,1922,December
