,Value,Anomaly,Year,Month
336,31.98,1.86,1928,January
337,34.34,0.52,1928,February
338,43.12,1.62,1928,March
339,48.06,-2.98,1928,April
340,61.5,1.31,1928,May
341,65.89,-2.58,1928,June
342,73.36,-0.23,1928,July
343,71.8,-0.28,1928,August
344,63.25,-1.59,1928,September
345,55.06,0.96,1928,October
346,41.56,-0.13,1928,November
347,32.94,0.26,1928,December
