,Value,Anomaly,Year,Month
1296,32.269999999999996,0.15,2008,January
1297,36.7,0.88,2008,February
1298,43.86,0.36,2008,March
1299,52.38,-0.66,2008,April
1300,61.34,-0.85,2008,May
1301,71.58,1.11,2008,June
1302,76.05,0.46,2008,July
1303,74.25,0.17,2008,August
1304,67.19,0.35,2008,September
1305,55.98,-0.12,2008,October
1306,45.92,2.23,2008,November
1307,33.870000000000005,-0.81,2008,December
