,Value,Anomaly,Year,Month
384,31.55,1.43,1932,January
385,36.7,2.88,1932,February
386,37.36,-4.14,1932,March
387,51.58,0.54,1932,April
388,60.49,0.3,1932,May
389,69.22,0.75,1932,June
390,74.07,0.48,1932,July
391,72.54,0.46,1932,August
392,64.67,-0.17,1932,September
393,52.3,-1.8,1932,October
394,40.75,-0.94,1932,November
395,29.41,-3.27,1932,December
