,Value,Anomaly,Year,Month
432,27.36,-2.76,1936,January
433,25.23,-8.59,1936,February
434,43.43,1.93,1936,March
435,50.22,-0.82,1936,April
436,63.45,3.26,1936,May
437,70.59,2.12,1936,June
438,76.77,3.18,1936,July
439,74.57,2.49,1936,August
440,66.34,1.5,1936,September
441,53.49,-0.61,1936,October
442,39.81,-1.88,1936,November
443,34.47,1.79,1936,December
