,Value,Anomaly,Year,Month
312,22.33,0.21,1926,January
313,29.67,3.85,1926,February
314,31.65,-1.85,1926,March
315,42.04,-1.0,1926,April
316,53.0,0.81,1926,May
317,60.18000000000001,-0.29,1926,June
318,65.33,-0.26,1926,July
319,64.3,0.22,1926,August
320,56.09,-0.75,1926,September
321,46.93,0.83,1926,October
322,32.46,-1.23,1926,November
323,23.33,-1.35,1926,December
