,Value,Anomaly,Year,Month
1248,30.36,0.24,2004,January
1249,33.57,-0.25,2004,February
1250,47.39,5.89,2004,March
1251,52.66,1.62,2004,April
1252,61.9,1.71,2004,May
1253,68.05,-0.42,2004,June
1254,72.88,-0.71,2004,July
1255,70.14,-1.94,2004,August
1256,65.64,0.8,2004,September
1257,55.35,1.25,2004,October
1258,43.99,2.3,2004,November
1259,35.06,2.38,2004,December
