,Value,Anomaly,Year,Month
1128,29.34,-0.78,1994,January
1129,31.87,-1.95,1994,February
1130,44.51,3.01,1994,March
1131,52.66,1.62,1994,April
1132,60.66,0.47,1994,May
1133,70.93,2.46,1994,June
1134,73.6,0.01,1994,July
1135,72.18,0.1,1994,August
1136,65.53,0.69,1994,September
1137,54.19,0.09,1994,October
1138,42.55,0.86,1994,November
1139,36.23,3.55,1994,December
