,Value,Anomaly,Year,Month
1152,29.7,-0.42,1996,January
1153,35.69,1.87,1996,February
1154,39.02,-2.48,1996,March
1155,50.65,-0.39,1996,April
1156,60.96,0.77,1996,May
1157,69.84,1.37,1996,June
1158,73.62,0.03,1996,July
1159,72.41,0.33,1996,August
1160,63.45,-1.39,1996,September
1161,53.64,-0.46,1996,October
1162,39.63,-2.06,1996,November
1163,33.91,1.23,1996,December
