,Value,Anomaly,Year,Month
192,28.22,-1.9,1916,January
193,33.03,-0.79,1916,February
194,42.15,0.65,1916,March
195,50.25,-0.79,1916,April
196,59.31,-0.88,1916,May
197,66.27,-2.2,1916,June
198,74.26,0.67,1916,July
199,71.78,-0.3,1916,August
200,63.48,-1.36,1916,September
201,52.12,-1.98,1916,October
202,40.23,-1.46,1916,November
203,28.94,-3.74,1916,December
